RXCUI|GENERIC_RXCUI|TTY|FULL_NAME|RXN_DOSE_FORM|FULL_GENERIC_NAME|BRAND_NAME|DISPLAY_NAME|ROUTE|NEW_DOSE_FORM|STRENGTH|SUPPRESS_FOR|DISPLAY_NAME_SYNONYM|IS_RETIRED|SXDG_RXCUI|SXDG_TTY|SXDG_NAME
198857||SCD|Simethicone 66.7 MG/ML Oral Suspension|Oral Suspension|Simethicone 66.7 MG/ML Oral Suspension||Simethicone (Oral Liquid)|Oral Liquid|Susp|66.7 mg/ml||||1158750|SCDG|Simethicone Oral Liquid Product
198859||SCD|Sodium Bicarbonate 325 MG Oral Tablet|Oral Tablet|Sodium Bicarbonate 325 MG Oral Tablet||Sodium Bicarbonate (Oral Pill)|Oral Pill|Tab|325 mg||NAHCO3||1159313|SCDG|Sodium Bicarbonate Pill
198860||SCD|Sodium Bicarbonate 648 MG Oral Tablet|Oral Tablet|Sodium Bicarbonate 648 MG Oral Tablet||Sodium Bicarbonate (Oral Pill)|Oral Pill|Tab|648 mg||NAHCO3||1159313|SCDG|Sodium Bicarbonate Pill
198861||SCD|Sodium Bicarbonate 650 MG Oral Tablet|Oral Tablet|Sodium Bicarbonate 650 MG Oral Tablet||Sodium Bicarbonate (Oral Pill)|Oral Pill|Tab|650 mg||NAHCO3||1159313|SCDG|Sodium Bicarbonate Pill
198863||SCD|Sodium Chloride 250 MG Oral Tablet|Oral Tablet|Sodium Chloride 250 MG Oral Tablet||Sodium Chloride (Oral Pill)|Oral Pill|Tab|250 mg||NACL||1159323|SCDG|Sodium Chloride Pill
198864||SCD|Calcium Carbonate 364 MG / Sodium Fluoride 8.3 MG Oral Capsule|Oral Capsule|Calcium Carbonate 364 MG / Sodium Fluoride 8.3 MG Oral Capsule||Calcium Carbonate/Sodium Fluoride (Oral Pill)|Oral Pill|Cap|364-8.3 mg||||1153846|SCDG|Calcium Carbonate / Sodium Fluoride Pill
198865||SCD|Calcium Carbonate 364 MG / Sodium Fluoride 8.3 MG Oral Tablet|Oral Tablet|Calcium Carbonate 364 MG / Sodium Fluoride 8.3 MG Oral Tablet||Calcium Carbonate/Sodium Fluoride (Oral Pill)|Oral Pill|Tab|364-8.3 mg||||1153846|SCDG|Calcium Carbonate / Sodium Fluoride Pill
198866||SCD|Calcium Carbonate 250 MG / Sodium Fluoride 3 MG Oral Tablet|Oral Tablet|Calcium Carbonate 250 MG / Sodium Fluoride 3 MG Oral Tablet||Calcium Carbonate/Sodium Fluoride (Oral Pill)|Oral Pill|Tab|250-3 mg||||1153846|SCDG|Calcium Carbonate / Sodium Fluoride Pill
198868||SCD|SOY LECITHIN 1200 MG Oral Capsule|Oral Capsule|SOY LECITHIN 1200 MG Oral Capsule||SOY LECITHIN (Oral Pill)|Oral Pill|Cap|1,200 mg||||1156483|SCDG|SOY LECITHIN Pill
198870||SCD|Sulfur 20 MG/ML Topical Lotion|Topical Lotion|Sulfur 20 MG/ML Topical Lotion||Sulfur (Topical)|Topical|Lotion|2%||||1163017|SCDG|Sulfur Topical Product
198871||SCD|Sulfur 50 MG/ML Topical Cream|Topical Cream|Sulfur 50 MG/ML Topical Cream||Sulfur (Topical)|Topical|Cream|5%||||1163017|SCDG|Sulfur Topical Product
198872||SCD|SULFUR,COLLOIDAL 50 MG/ML Topical Lotion|Topical Lotion|SULFUR,COLLOIDAL 50 MG/ML Topical Lotion||SULFUR,COLLOIDAL (Topical)|Topical|Lotion|5%||||1157054|SCDG|SULFUR,COLLOIDAL Topical Product
198875||SCD|Thiamine 20 MG Enteric Coated Tablet|Enteric Coated Tablet|Thiamine 20 MG Enteric Coated Tablet||Thiamine EC (Oral Pill)|Oral Pill|EC Tab|20 mg||VITAMIN B1; VIT-B1||1165507|SCDG|Thiamine Pill
198877||SCD|Thimerosal 1 MG/ML Topical Spray|Topical Spray|Thimerosal 1 MG/ML Topical Spray||Thimerosal (Topical)|Topical|Spray|0.1%||||1165517|SCDG|Thimerosal Topical Product
198879||SCD|Triclosan 0.01 MG/MG Medicated Bar Soap|Medicated Bar Soap|Triclosan 0.01 MG/MG Medicated Bar Soap||Triclosan (Soap)|Soap|Medicated Bar Soap|1%||||1295006|SCDG|Triclosan Soap Product
198880||SCD|trolamine salicylate 0.1 MG/MG Topical Ointment|Topical Ointment|trolamine salicylate 0.1 MG/MG Topical Ointment||Trolamine salicylate (Topical)|Topical|Ointment|10%||||1163392|SCDG|trolamine salicylate Topical Product
198882||SCD|Tyrosine 500 MG Oral Capsule|Oral Capsule|Tyrosine 500 MG Oral Capsule||Tyrosine (Oral Pill)|Oral Pill|Cap|500 mg||||1159377|SCDG|Tyrosine Pill
198884||SCD|Urea 100 MG/ML Topical Lotion|Topical Lotion|Urea 100 MG/ML Topical Lotion||Urea (Topical)|Topical|Lotion|10%||||1159976|SCDG|Urea Topical Product
198885||SCD|Urea 0.1 MG/MG Topical Ointment|Topical Ointment|Urea 0.1 MG/MG Topical Ointment||Urea (Topical)|Topical|Ointment|10%||||1159976|SCDG|Urea Topical Product
198886||SCD|Urea 200 MG/ML Topical Cream|Topical Cream|Urea 200 MG/ML Topical Cream||Urea (Topical)|Topical|Cream|20%||||1159976|SCDG|Urea Topical Product
198887||SCD|Urea 0.2 MG/MG Topical Ointment|Topical Ointment|Urea 0.2 MG/MG Topical Ointment||Urea (Topical)|Topical|Ointment|20%||||1159976|SCDG|Urea Topical Product
198891||SCD|Vitamin B 12 2.5 MG Sublingual Tablet|Sublingual Tablet|Vitamin B 12 2.5 MG Sublingual Tablet||Vitamin B 12 (Sublingual)|Sublingual|Tab|2.5 mg||||1295360|SCDG|Vitamin B 12 Sublingual Product
198892||SCD|Ascorbic Acid 1500 MG Oral Tablet|Oral Tablet|Ascorbic Acid 1500 MG Oral Tablet||Ascorbic Acid (Oral Pill)|Oral Pill|Tab|1,500 mg||VITAMIN C; VIT-C||1152951|SCDG|Ascorbic Acid Pill
198893||SCD|Ascorbic Acid 100 MG Oral Tablet|Oral Tablet|Ascorbic Acid 100 MG Oral Tablet||Ascorbic Acid (Oral Pill)|Oral Pill|Tab|100 mg||VITAMIN C; VIT-C||1152951|SCDG|Ascorbic Acid Pill
198894||SCD|Ascorbic Acid 125 MG Oral Tablet|Oral Tablet|Ascorbic Acid 125 MG Oral Tablet||Ascorbic Acid (Oral Pill)|Oral Pill|Tab|125 mg||VITAMIN C; VIT-C||1152951|SCDG|Ascorbic Acid Pill
198896||SCD|Ascorbic Acid 500 MG Oral Capsule|Oral Capsule|Ascorbic Acid 500 MG Oral Capsule||Ascorbic Acid (Oral Pill)|Oral Pill|Cap|500 mg||VITAMIN C; VIT-C||1152951|SCDG|Ascorbic Acid Pill
198897||SCD|Ascorbic Acid 1000 MG Oral Tablet|Oral Tablet|Ascorbic Acid 1000 MG Oral Tablet||Ascorbic Acid (Oral Pill)|Oral Pill|Tab|1,000 mg||VITAMIN C; VIT-C||1152951|SCDG|Ascorbic Acid Pill
198899||SCD|Vitamin K 0.1 MG Oral Tablet|Oral Tablet|Vitamin K 0.1 MG Oral Tablet||Vitamin K (Oral Pill)|Oral Pill|Tab|0.1 mg||||1161780|SCDG|Vitamin K Pill
198900||SCD|xylometazoline 1 MG/ML Nasal Spray|Nasal Spray|xylometazoline 1 MG/ML Nasal Spray||Xylometazoline (Nasal)|Nasal|Spray|0.1%||||1165254|SCDG|xylometazoline Nasal Product
198901||SCD|Zinc Gluconate 10 MG Oral Tablet|Oral Tablet|Zinc Gluconate 10 MG Oral Tablet||Zinc Gluconate (Oral Pill)|Oral Pill|Tab|10 mg||||1163034|SCDG|Zinc Gluconate Pill
198902||SCD|Zinc Gluconate 100 MG Oral Tablet|Oral Tablet|Zinc Gluconate 100 MG Oral Tablet||Zinc Gluconate (Oral Pill)|Oral Pill|Tab|100 mg||||1163034|SCDG|Zinc Gluconate Pill
198903||SCD|Zinc Gluconate 15 MG Oral Tablet|Oral Tablet|Zinc Gluconate 15 MG Oral Tablet||Zinc Gluconate (Oral Pill)|Oral Pill|Tab|15 mg||||1163034|SCDG|Zinc Gluconate Pill
198904||SCD|Zinc Gluconate 22 MG Oral Tablet|Oral Tablet|Zinc Gluconate 22 MG Oral Tablet||Zinc Gluconate (Oral Pill)|Oral Pill|Tab|22 mg||||1163034|SCDG|Zinc Gluconate Pill
198906||SCD|Zinc Gluconate 30 MG Oral Tablet|Oral Tablet|Zinc Gluconate 30 MG Oral Tablet||Zinc Gluconate (Oral Pill)|Oral Pill|Tab|30 mg||||1163034|SCDG|Zinc Gluconate Pill
198907||SCD|Zinc Gluconate 50 MG Oral Tablet|Oral Tablet|Zinc Gluconate 50 MG Oral Tablet||Zinc Gluconate (Oral Pill)|Oral Pill|Tab|50 mg||||1163034|SCDG|Zinc Gluconate Pill
198910||SCD|Zinc Gluconate 23 MG Lozenge|Lozenge|Zinc Gluconate 23 MG Lozenge||Zinc Gluconate (Lozenge)|Lozenge|Lozenge|23 mg||||1295313|SCDG|Zinc Gluconate Lozenge Product
198911||SCD|Zinc Oxide 0.2 MG/MG Topical Ointment|Topical Ointment|Zinc Oxide 0.2 MG/MG Topical Ointment||Zinc Oxide (Topical)|Topical|Ointment|20%||ZNO||1163041|SCDG|Zinc Oxide Topical Product
198912||SCD|Zinc Sulfate 2.5 MG/ML Ophthalmic Solution|Ophthalmic Solution|Zinc Sulfate 2.5 MG/ML Ophthalmic Solution||Zinc Sulfate (Ophthalmic)|Ophthalmic|Sol|0.25%||ZNSO4||1163043|SCDG|Zinc Sulfate Ophthalmic Product
198915||SCD|Zinc Sulfate 66 MG Oral Tablet|Oral Tablet|Zinc Sulfate 66 MG Oral Tablet||Zinc Sulfate (Oral Pill)|Oral Pill|Tab|66 mg||ZNSO4||1163046|SCDG|Zinc Sulfate Pill
198925||SCD|Threonine 500 MG Oral Capsule|Oral Capsule|Threonine 500 MG Oral Capsule||Threonine (Oral Pill)|Oral Pill|Cap|500 mg||||1156494|SCDG|Threonine Pill
198927||SCD|Histidine 600 MG Oral Capsule|Oral Capsule|Histidine 600 MG Oral Capsule||Histidine (Oral Pill)|Oral Pill|Cap|600 mg||||1160925|SCDG|Histidine Pill
198933||SCD|chlorophyllin copper complex 2 MG/ML Topical Solution|Topical Solution|chlorophyllin copper complex 2 MG/ML Topical Solution||Chlorophyllin copper complex (Topical)|Topical|Sol|0.2%||||1162452|SCDG|chlorophyllin copper complex Topical Product
198934||SCD|chlorophyllin copper complex 100 MG Oral Tablet|Oral Tablet|chlorophyllin copper complex 100 MG Oral Tablet||Chlorophyllin copper complex (Oral Pill)|Oral Pill|Tab|100 mg||||1162451|SCDG|chlorophyllin copper complex Pill
198936||SCD|Magnesium lactate 84 MG Extended Release Tablet|Extended Release Tablet|Magnesium lactate 84 MG Extended Release Tablet||Magnesium lactate XR (Oral Pill)|Oral Pill|XR Tab|84 mg||||1158069|SCDG|Magnesium lactate Pill
198938||SCD|Shark cartilage extract 740 MG Oral Capsule|Oral Capsule|Shark cartilage extract 740 MG Oral Capsule||Shark cartilage extract (Oral Pill)|Oral Pill|Cap|740 mg||||1158199|SCDG|Shark cartilage extract Pill
198939||SCD|Shark cartilage extract 750 MG Oral Capsule|Oral Capsule|Shark cartilage extract 750 MG Oral Capsule||Shark cartilage extract (Oral Pill)|Oral Pill|Cap|750 mg||||1158199|SCDG|Shark cartilage extract Pill
198946||SCD|Vitamin B6 100 MG Oral Tablet|Oral Tablet|Vitamin B6 100 MG Oral Tablet||Vitamin B6 (Oral Pill)|Oral Pill|Tab|100 mg||||1161169|SCDG|Vitamin B6 Pill
198948||SCD|Vitamin B6 20 MG Enteric Coated Tablet|Enteric Coated Tablet|Vitamin B6 20 MG Enteric Coated Tablet||Vitamin B6 EC (Oral Pill)|Oral Pill|EC Tab|20 mg||||1161169|SCDG|Vitamin B6 Pill
198949||SCD|Vitamin B6 200 MG Oral Tablet|Oral Tablet|Vitamin B6 200 MG Oral Tablet||Vitamin B6 (Oral Pill)|Oral Pill|Tab|200 mg||||1161169|SCDG|Vitamin B6 Pill
198951||SCD|Vitamin B6 25 MG Oral Tablet|Oral Tablet|Vitamin B6 25 MG Oral Tablet||Vitamin B6 (Oral Pill)|Oral Pill|Tab|25 mg||||1161169|SCDG|Vitamin B6 Pill
198952||SCD|Vitamin B6 250 MG Oral Tablet|Oral Tablet|Vitamin B6 250 MG Oral Tablet||Vitamin B6 (Oral Pill)|Oral Pill|Tab|250 mg||||1161169|SCDG|Vitamin B6 Pill
198953||SCD|Vitamin B6 500 MG Oral Tablet|Oral Tablet|Vitamin B6 500 MG Oral Tablet||Vitamin B6 (Oral Pill)|Oral Pill|Tab|500 mg||||1161169|SCDG|Vitamin B6 Pill
198958||SCD|CHROMIUM PICOLINATE 0.2 MG Oral Tablet|Oral Tablet|CHROMIUM PICOLINATE 0.2 MG Oral Tablet||CHROMIUM PICOLINATE (Oral Pill)|Oral Pill|Tab|0.2 mg||||1152054|SCDG|CHROMIUM PICOLINATE Pill
198959||SCD|MAGNESIUM, CHELATED 100 MG Oral Tablet|Oral Tablet|MAGNESIUM, CHELATED 100 MG Oral Tablet||MAGNESIUM, CHELATED (Oral Pill)|Oral Pill|Tab|100 mg||||1156352|SCDG|MAGNESIUM, CHELATED Pill
198961||SCD|CHROMIUM ASPARTATE 1 MG Oral Tablet|Oral Tablet|CHROMIUM ASPARTATE 1 MG Oral Tablet||CHROMIUM ASPARTATE (Oral Pill)|Oral Pill|Tab|1 mg||||1151721|SCDG|CHROMIUM ASPARTATE Pill
198962||SCD|MANGANESE ASPARTATE 25 MG Oral Tablet|Oral Tablet|MANGANESE ASPARTATE 25 MG Oral Tablet||MANGANESE ASPARTATE (Oral Pill)|Oral Pill|Tab|25 mg||||1156355|SCDG|MANGANESE ASPARTATE Pill
198966||SCD|ZINC ASPARTATE 40 MG Oral Tablet|Oral Tablet|ZINC ASPARTATE 40 MG Oral Tablet||ZINC ASPARTATE (Oral Pill)|Oral Pill|Tab|40 mg||||1162403|SCDG|ZINC ASPARTATE Pill
198977||SCD|BISMUTH TRIBROMOPHENATE 0.03 MG/MG Topical Ointment|Topical Ointment|BISMUTH TRIBROMOPHENATE 0.03 MG/MG Topical Ointment||BISMUTH TRIBROMOPHENATE (Topical)|Topical|Ointment|3%||||1155327|SCDG|BISMUTH TRIBROMOPHENATE Topical Product
198991||SCD|Calcium Aspartate 625 MG Oral Tablet|Oral Tablet|Calcium Aspartate 625 MG Oral Tablet||Calcium Aspartate (Oral Pill)|Oral Pill|Tab|625 mg||||1153005|SCDG|Calcium Aspartate Pill
198993||SCD|Magnesium Hydroxide 50 MG / malic acid 200 MG Oral Tablet|Oral Tablet|Magnesium Hydroxide 50 MG / malic acid 200 MG Oral Tablet||Magnesium Hydroxide/Malic acid (Oral Pill)|Oral Pill|Tab|50-200 mg||||1157487|SCDG|Magnesium Hydroxide / malic acid Pill
198994||SCD|Melatonin 2.5 MG Oral Capsule|Oral Capsule|Melatonin 2.5 MG Oral Capsule||Melatonin (Oral Pill)|Oral Pill|Cap|2.5 mg||||1159786|SCDG|Melatonin Pill
198995||SCD|Ascorbic Acid 500 MG / ferrous sulfate 105 MG Extended Release Tablet|Extended Release Tablet|Ascorbic Acid 500 MG / ferrous sulfate 105 MG Extended Release Tablet||Ascorbic Acid/Ferrous sulfate XR (Oral Pill)|Oral Pill|XR Tab|500-105 mg||FESO4; VITAMIN C; VIT-C||1152938|SCDG|Ascorbic Acid / ferrous sulfate Pill
198996||SCD|Ascorbic Acid 150 MG / ferrous sulfate 60 MG Extended Release Capsule|Extended Release Capsule|Ascorbic Acid 150 MG / ferrous sulfate 60 MG Extended Release Capsule||Ascorbic Acid/Ferrous sulfate XR (Oral Pill)|Oral Pill|XR Cap|150-60 mg||FESO4; VITAMIN C; VIT-C||1152938|SCDG|Ascorbic Acid / ferrous sulfate Pill
198997||SCD|Ascorbic Acid 150 MG / ferrous sulfate 60 MG Extended Release Tablet|Extended Release Tablet|Ascorbic Acid 150 MG / ferrous sulfate 60 MG Extended Release Tablet||Ascorbic Acid/Ferrous sulfate XR (Oral Pill)|Oral Pill|XR Tab|150-60 mg||FESO4; VITAMIN C; VIT-C||1152938|SCDG|Ascorbic Acid / ferrous sulfate Pill
198998||SCD|ferrous sulfate 159 MG Oral Capsule|Oral Capsule|ferrous sulfate 159 MG Oral Capsule||Ferrous sulfate (Oral Pill)|Oral Pill|Cap|159 mg||FESO4||1164415|SCDG|ferrous sulfate Pill
199001||SCD|pamabrom 25 MG Oral Tablet|Oral Tablet|pamabrom 25 MG Oral Tablet||Pamabrom (Oral Pill)|Oral Pill|Tab|25 mg||||1160720|SCDG|pamabrom Pill
199005||SCD|Benzocaine 0.05 MG/MG / chloroxylenol 0.001 MG/MG Topical Ointment|Topical Ointment|Benzocaine 0.05 MG/MG / chloroxylenol 0.001 MG/MG Topical Ointment||Benzocaine/Chloroxylenol (Topical)|Topical|Ointment|5-0.1%||||1152655|SCDG|Benzocaine / chloroxylenol Topical Product
199006||SCD|Benzocaine 50 MG/ML / chloroxylenol 6 MG/ML Topical Spray|Topical Spray|Benzocaine 50 MG/ML / chloroxylenol 6 MG/ML Topical Spray||Benzocaine/Chloroxylenol (Topical)|Topical|Spray|5-0.6%||||1152655|SCDG|Benzocaine / chloroxylenol Topical Product
199009||SCD|ferrous sulfate 50 MG / Folic Acid 0.4 MG Extended Release Tablet|Extended Release Tablet|ferrous sulfate 50 MG / Folic Acid 0.4 MG Extended Release Tablet||Ferrous sulfate/Folic Acid XR (Oral Pill)|Oral Pill|XR Tab|50-0.4 mg||FESO4; FOLATE||1164410|SCDG|ferrous sulfate / Folic Acid Pill
199010||SCD|Magnesium Aspartate 500 MG Oral Tablet|Oral Tablet|Magnesium Aspartate 500 MG Oral Tablet||Magnesium Aspartate (Oral Pill)|Oral Pill|Tab|500 mg||||1156957|SCDG|Magnesium Aspartate Pill
199012||SCD|Hydrogen Peroxide 0.015 MG/MG Oral Gel|Oral Gel|Hydrogen Peroxide 0.015 MG/MG Oral Gel||Hydrogen Peroxide (Oral Gel)|Oral Gel|Gel|1.5%||||1295747|SCDG|Hydrogen Peroxide Oral Gel Product
199019||SCD|Trimethaphan 50 MG/ML Injectable Solution|Injectable Solution|Trimethaphan 50 MG/ML Injectable Solution||Trimethaphan (Injectable)|Injectable|Sol|50 mg/ml||||1158823|SCDG|Trimethaphan Injectable Product
199022||SCD|Dextromethorphan 15 MG Lozenge|Lozenge|Dextromethorphan 15 MG Lozenge||Dextromethorphan (Lozenge)|Lozenge|Lozenge|15 mg||||1295596|SCDG|Dextromethorphan Lozenge Product
199023||SCD|Chlorpromazine 100 MG Rectal Suppository|Rectal Suppository|Chlorpromazine 100 MG Rectal Suppository||chlorproMAZINE (Rectal)|Rectal|Suppository|100 mg||||1155466|SCDG|Chlorpromazine Rectal Product
199026||SCD|Doxycycline 100 MG Oral Capsule|Oral Capsule|Doxycycline 100 MG Oral Capsule||Doxycycline (Oral Pill)|Oral Pill|Cap|100 mg||||1160779|SCDG|Doxycycline Pill
199027||SCD|Doxycycline 50 MG Oral Capsule|Oral Capsule|Doxycycline 50 MG Oral Capsule||Doxycycline (Oral Pill)|Oral Pill|Cap|50 mg||||1160779|SCDG|Doxycycline Pill
199032||SCD|Starch 0.51 MG/MG Rectal Suppository|Rectal Suppository|Starch 0.51 MG/MG Rectal Suppository||Starch (Rectal)|Rectal|Suppository|51%||||1161742|SCDG|Starch Rectal Product
199035||SCD|Benzocaine 200 MG/ML / compound benzoin tincture (USP) 5 MG/ML Mucous Membrane Topical Solution|Mucous Membrane Topical Solution|Benzocaine 200 MG/ML / compound benzoin tincture (USP) 5 MG/ML Mucous Membrane Topical Solution||Benzocaine/Compound benzoin tincture (USP) (Mucosal)|Mucosal|Sol|20-0.5%||||1152656|SCDG|Benzocaine / compound benzoin tincture (USP) Mucosal Product
199038||SCD|Calcium Citrate 1500 MG / Vitamin D 200 UNT Oral Tablet|Oral Tablet|Calcium Citrate 1500 MG / Vitamin D 200 UNT Oral Tablet||Calcium Citrate/Vitamin D (Oral Pill)|Oral Pill|Tab|1,500-200 var units||||1154466|SCDG|Calcium Citrate / Vitamin D Pill
199041||SCD|amcinonide 1 MG/ML Topical Lotion|Topical Lotion|amcinonide 1 MG/ML Topical Lotion||Amcinonide (Topical)|Topical|Lotion|0.1%||||1157140|SCDG|amcinonide Topical Product
199047||SCD|Famotidine 10 MG Oral Tablet|Oral Tablet|Famotidine 10 MG Oral Tablet||Famotidine (Oral Pill)|Oral Pill|Tab|10 mg||||1159022|SCDG|Famotidine Pill
199049||SCD|Shark cartilage extract 500 MG Oral Capsule|Oral Capsule|Shark cartilage extract 500 MG Oral Capsule||Shark cartilage extract (Oral Pill)|Oral Pill|Cap|500 mg||||1158199|SCDG|Shark cartilage extract Pill
199055||SCD|Metronidazole 375 MG Oral Capsule|Oral Capsule|Metronidazole 375 MG Oral Capsule||metroNIDAZOLE (Oral Pill)|Oral Pill|Cap|375 mg||||1164084|SCDG|Metronidazole Pill
199057||SCD|Dextran 320 MG/ML Douche|Douche|Dextran 320 MG/ML Douche||Dextran (Vaginal)|Vaginal|Douche|32%||||1154563|SCDG|Dextran Vaginal Product
199058||SCD|mycophenolate mofetil 250 MG Oral Capsule|Oral Capsule|mycophenolate mofetil 250 MG Oral Capsule||Mycophenolate mofetil (Oral Pill)|Oral Pill|Cap|250 mg||||1157872|SCDG|mycophenolate mofetil Pill
199059||SCD|nalmefene 1 MG/ML Injectable Solution|Injectable Solution|nalmefene 1 MG/ML Injectable Solution||Nalmefene (Injectable)|Injectable|Sol|1 mg/ml||||1158382|SCDG|nalmefene Injectable Product
199063||SCD|Garlic preparation 400 MG Oral Tablet|Oral Tablet|Garlic preparation 400 MG Oral Tablet||Garlic preparation (Oral Pill)|Oral Pill|Tab|400 mg||||1163938|SCDG|Garlic preparation Pill
199066||SCD|Ginkgo biloba extract 120 MG Oral Capsule|Oral Capsule|Ginkgo biloba extract 120 MG Oral Capsule||Ginkgo biloba extract (Oral Pill)|Oral Pill|Cap|120 mg||||1164558|SCDG|Ginkgo biloba extract Pill
199071||SCD|Benzocaine 15 MG Lozenge|Lozenge|Benzocaine 15 MG Lozenge||Benzocaine (Lozenge)|Lozenge|Lozenge|15 mg||||1295169|SCDG|Benzocaine Lozenge Product
199072||SCD|Urea 0.5 MG/MG Paste|Paste|Urea 0.5 MG/MG Paste||Urea (Paste)|Paste|Paste|50%||||1159972|SCDG|Urea Paste Product
199078||SCD|Capsaicin 2.5 MG/ML Topical Cream|Topical Cream|Capsaicin 2.5 MG/ML Topical Cream||Capsaicin (Topical)|Topical|Cream|0.25%||||1155739|SCDG|Capsaicin Topical Product
199080||SCD|attapulgite 600 MG Chewable Tablet|Chewable Tablet|attapulgite 600 MG Chewable Tablet||Attapulgite (Chewable)|Chewable|Tab|600 mg||||1294985|SCDG|attapulgite Chewable Product
199081||SCD|Caffeine 100 MG Chewable Tablet|Chewable Tablet|Caffeine 100 MG Chewable Tablet||Caffeine (Chewable)|Chewable|Tab|100 mg||||1294986|SCDG|Caffeine Chewable Product
199083||SCD|Ascorbic Acid 250 MG Oral Tablet|Oral Tablet|Ascorbic Acid 250 MG Oral Tablet||Ascorbic Acid (Oral Pill)|Oral Pill|Tab|250 mg||VITAMIN C; VIT-C||1152951|SCDG|Ascorbic Acid Pill
199090||SCD|Urea 300 MG/ML Topical Cream|Topical Cream|Urea 300 MG/ML Topical Cream||Urea (Topical)|Topical|Cream|30%||||1159976|SCDG|Urea Topical Product
199091||SCD|Urea 150 MG/ML Topical Lotion|Topical Lotion|Urea 150 MG/ML Topical Lotion||Urea (Topical)|Topical|Lotion|15%||||1159976|SCDG|Urea Topical Product
199096||SCD|MANGANESE GLUCONATE 600 MG Oral Tablet|Oral Tablet|MANGANESE GLUCONATE 600 MG Oral Tablet||MANGANESE GLUCONATE (Oral Pill)|Oral Pill|Tab|600 mg||||1156357|SCDG|MANGANESE GLUCONATE Pill
199099||SCD|Zinc Oxide 0.1 MG/MG Topical Ointment|Topical Ointment|Zinc Oxide 0.1 MG/MG Topical Ointment||Zinc Oxide (Topical)|Topical|Ointment|10%||ZNO||1163041|SCDG|Zinc Oxide Topical Product
199105||SCD|Lidocaine 0.02 MG/MG / Menthol 0.01 MG/MG Topical Gel|Topical Gel|Lidocaine 0.02 MG/MG / Menthol 0.01 MG/MG Topical Gel||Lidocaine/Menthol (Topical)|Topical|Gel|2-1%||||1164045|SCDG|Lidocaine / Menthol Topical Product
199106||SCD|Pyrantel 144 MG/ML Oral Suspension|Oral Suspension|Pyrantel 144 MG/ML Oral Suspension||Pyrantel (Oral Liquid)|Oral Liquid|Susp|144 mg/ml||||1163595|SCDG|Pyrantel Oral Liquid Product
199107||SCD|Pyrantel 180 MG Oral Tablet|Oral Tablet|Pyrantel 180 MG Oral Tablet||Pyrantel (Oral Pill)|Oral Pill|Tab|180 mg||||1163598|SCDG|Pyrantel Pill
199108||SCD|Ornithine 500 MG Oral Capsule|Oral Capsule|Ornithine 500 MG Oral Capsule||Ornithine (Oral Pill)|Oral Pill|Cap|500 mg||||1161048|SCDG|Ornithine Pill
199109||SCD|Zinc Oxide 160 MG/ML Topical Lotion|Topical Lotion|Zinc Oxide 160 MG/ML Topical Lotion||Zinc Oxide (Topical)|Topical|Lotion|16%||ZNO||1163041|SCDG|Zinc Oxide Topical Product
199112||SCD|Potassium Chloride 20 MEQ Granules|Granules|Potassium Chloride 20 MEQ Granules||Potassium Chloride (Granules)|Granules|Granules|20 meq||K+; POT; KCL||1295370|SCDG|Potassium Chloride Granule Product
199115||SCD|rimexolone 10 MG/ML Ophthalmic Suspension|Ophthalmic Suspension|rimexolone 10 MG/ML Ophthalmic Suspension||Rimexolone (Ophthalmic)|Ophthalmic|Susp|1%||||1157440|SCDG|rimexolone Ophthalmic Product
199116||SCD|24 HR Testosterone 0.104 MG/HR Transdermal Patch|Transdermal Patch|24 HR Testosterone 0.104 MG/HR Transdermal Patch||Testosterone (Transdermal)|Transdermal|24 HR Patch|0.104 mg/hr||||1295650|SCDG|Testosterone Transdermal Product
199119||SCD|Omeprazole 10 MG Enteric Coated Capsule|Enteric Coated Capsule|Omeprazole 10 MG Enteric Coated Capsule||Omeprazole EC (Oral Pill)|Oral Pill|EC Cap|10 mg||||1161029|SCDG|Omeprazole Pill
199123||SCD|bicalutamide 50 MG Oral Tablet|Oral Tablet|bicalutamide 50 MG Oral Tablet||Bicalutamide (Oral Pill)|Oral Pill|Tab|50 mg||||1161190|SCDG|bicalutamide Pill
199129||SCD|chloroxylenol 5 MG/ML Topical Solution|Topical Solution|chloroxylenol 5 MG/ML Topical Solution||Chloroxylenol (Topical)|Topical|Sol|0.5%||||1162480|SCDG|chloroxylenol Topical Product
199130||SCD|Ethanol 0.65 ML/ML Topical Foam|Topical Foam|Ethanol 0.65 ML/ML Topical Foam||Ethanol (Topical)|Topical|Foam|65%||||1156841|SCDG|Ethanol Topical Product
199132||SCD|Calcium Gluconate 650 MG Chewable Tablet|Chewable Tablet|Calcium Gluconate 650 MG Chewable Tablet||Calcium Gluconate (Chewable)|Chewable|Tab|650 mg||||1294805|SCDG|Calcium Gluconate Chewable Product
199133||SCD|Urea 150 MG/ML Mucous Membrane Topical Solution|Mucous Membrane Topical Solution|Urea 150 MG/ML Mucous Membrane Topical Solution||Urea (Mucosal)|Mucosal|Sol|15%||||1159968|SCDG|Urea Mucosal Product
199134||SCD|Salicylic Acid 5 MG/ML Topical Lotion|Topical Lotion|Salicylic Acid 5 MG/ML Topical Lotion||Salicylic Acid (Topical)|Topical|Lotion|0.5%||||1157604|SCDG|Salicylic Acid Topical Product
